1	158	-- . Aiqht Goodniqht . Tri, Neena, Malcolm, Chaise , JLew, ATL &lt;333 Love Much . 
1	159	-- . Triiiiiii .  ily . even if Chaise doesn't . =D *dies of laughter*
0	160	 .. i wantt hiim soo badd !!
0	161	 .. watching tv , bed, shopping w. mom, out w. trent hopefully, i need my best friend
0	162	 ... had weird encounters with so many homeless/creeps on the walk home tonight all by myself   awesome... really...
0	163	 ... Rained out truck race
0	164	 ... Why am I feeling worse??? F!!!
0	165	 .... Feeling pain and happiness at the same time. How confusing!
1	166	 ..... hot choco is the best!
0	167	 ....in a shirt and panties. celulite
0	168	 ..had to turn back to North due to body on line. So missing Design Council Design 4 Tech Transfer event   http://bit.ly/pXrzV...
0	169	 ..y everything is so hard? :/
0	170	 .bueno good bye. good night
1	171	 : Beach day with Scoobs. =( : Still no phone.
0	172	 : Let's have fun,. When I give ya what I give ya.
0	173	 :[ I don't want to move!!!
1	174	 :-D ))))))))...WHAT AN AMAZING NIGHT,DAY &amp; NIGHT AGAIN!! HI TWITS! I MiSS U GUYS
1	175	 @ canaveral national  seashore
1	176	 @ progressing in the production department with &quot;The Uprizing&quot; thats the priority getting the head nodding beats and then we reach out
1	177	 @ taylorrhicks enjoy chicago..b new venue is always cool. You shine everywhere you go. I know who you are. In time so will everyone. 
0	178	 @ the train crash in DC .....
1	179	' @ Thestreetforce  '
1	180	 @3sixty5days makes me smile.
1	181	 @adamisacson My first day off in 3 weeks, and my child got up before 7:00. So watch for me on &quot;Nancy Grac.. http://tr.im/khKW
1	182	 @adbert: &quot;#Video [Woody Woodpecker â€“ The Barber of Seville] I am great, @klitoria, just wishing to be a ch... â™« http://blip.fm/~7g6r0
1	183	 @alexrauchman I am happy you are staying around here. Drexel is a fabulous university. You should be proud. yeah.
0	184	 @alvinkschneider what happened to angels and demons and lions and tigers and bears!?
0	185	 @AmericanWomannn Well that sure minimizes the impact...LOL
1	186	 @ange_black @sween I call dibs on the Voltron arm. No the leg. Wait. Where are my manners? @baileygenine,.. http://tr.im/oERy
1	187	 @CharlottegC I just saw ur mum
1	188	 @chloelunn and @meganmcdowell GET YOUR FAT ASSES ON HERE. NAI.
1	189	- @codinghorror See, three external monitors on one laptop, http://www.twitpic.com/6e3zp Win7RC  1 x 1920x1080, 2 x 1280x1024
1	190	 @copicmarker&quot; facebook.com/copic.marker if you're cool. Or if you're not cool. Maybe I'll send some cool .. http://tr.im/oyT7
1	191	' @crewislife  you want to start the morning later; in New York we can do that  (Californians have it even better)
1	192	 @cybervenus http://twitpic.com/75kwb ~ LOL LuV IT! &gt;&gt; http://twitpic.com/75hsg Did any1 find or c 1? #a.. http://bit.ly/mUMFh
1	193	 @dandelionas is making fettucini and garlic bread!
1	194	 @danregal  tell @pfont i said Happy BDay!! 
0	195	- @Darcy_Lussier @lkrammes I went to work once last year with no pants. Ironically, that was my last day of work at that job. FML 
1	196	 @DirtyRose17  told you, you would sweep haha :-p
0	197	 @dreamingspires. there r many gr8 science cartoons http://bit.ly/6EW4Q http://bit.ly/gXH3q http://bit.ly/18sjXI http://bit.ly/KEAy2
0	198	- @Em91 Edinburgh fringe is only 10 weeks away?! I need monies  Btw I'm Elliott from @angryfeet - blame @howlieT for the Twitter intrusion
0	199	 @emilymariie why didnt you come to school?? have you done the short stack thing by yourself, or do you still need me?
0	200	- @EvertB which one? http://bit.ly/10o8LW, http://bit.ly/Nh82S or http://bit.ly/wr8Vz - latter for the US Store only  #iphone #comics
0	201	 @georgediaz #Magic ..thinking less than 50 % chance Hedo stays in Orlando. He's gonna go for the $$. They all do. Can't blame him though.
0	202	 @Glamicole ..now who wud make this beautiful plc cry?
0	203	 @HaterMagazine: @damienrandle it is now the outer fat kid.
1	204	- @haugern The servers are now backup, if you experience any more problems then please let me know  Sorry about the delay...
1	205	 @hawaiibuzz: &quot;yes, i am lol j/k luv this! @DJDolceVita: &quot;you are like a gentle breeze that has blown throug... â™« http://blip.fm/~7s7mn
0	206	 @hellopnsdear se MORREA a mi Joseph, no no se vale.
1	207	 @hidingesther @linininiooh are my future rooooooooomies! NYC holleR
1	208	 @Hijack_King7 I hope u have cheeSe burgerS 4 @Snubbmatic LMBO
1	209	 @iamyas awesome
1	210	 @ivegotzooms I am nothing of the kind and everything of the sort http://tr.im/mLsn
1	211	- @jerrybattiste &quot;..pick up some flowers for the teacher..&quot; I'm jealous! I want flowers without having to be in the hospital to get them! 
1	212	- @joaoqalves Think again   Talvez seja do Ãªnfase na cifra. Mas atenÃ§Ã£o: &quot;Security is a chain; it's as strong as the weakest link â€¦
0	213	 @jonasbrothers Why is your YouTube account suspended? lol Single Ladies dance? I NEED TO WATCH IT AGAIN!
0	214	- @JuicyJones I know.. SOLD OUT though. 
1	215	- @kaitymarine - watch E3 @MCMudkips - Will do 
1	216	- @katherineholden Thanks K! Here's hoping! Pretty nervous though... 
0	217	 @katiedontcry should get on aim and talk to me. i miss her.
1	218	 @kcome ?????????????????????????????????? ????????????1000 Followers???????????? http://tr.im/mWKn
1	219	 @khead I'll tell ya, grocery store. It was better when you blasted the oldies. Sugar Ray does not make me.. http://tr.im/jd0y
0	220	 @kvetchingeditor's kashrut convo makes me want to keep more kosher but my roomies catholic &amp; he has a pork loin in the fridge #kosherFAIL
0	221	 @Leloz isn't home neither is @sozi1 ... @althani96 U BETTER HAVE IT!!!
1	222	 @LHSOPERAFIENDS yall bitches better wake up early to go to the LA Opera, kay!?
0	223	- @littlecharva - I'm immune to dentists' drills etc now, it just doesn't bother me at all. Having gum lift surgery next week tho *eek* 
0	224	 @lolife4life where r u tonite im still awake!
0	225	 @lorinimus hates Bebot App
1	226	 @masareus&quot; @dhempe congrats bhai, but like the oldies in &gt; used to say - arre bhai kuch kam ka http://tr.im/ox5G
1	227	 @MelodyChase
1	228	 @mgph3nom chilling on twitter via my spanking new blackberry w/ unlimited internet : http://tr.im/mZVC
1	229	 @michaelsarver so do you give him every inch of your love every night?
1	230	 @mimbles @WParenthetical
1	231	' @minghao Maybe you can pop @StarHubCares a tweet. They are quite active on twitter. 
1	232	 @MsNovember It's a shame all the women in Mamma Mia are so horny, since all the men on this island are so.. http://tr.im/kmET
1	233	- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
0	234	 @Oneshine What are u referring to?
0	235	 @plmusic22
1	236	- @PoisonGirl10 What's up? @sevgli Hey you!  @lowridergrl I'm doing ok, thx. You? @cristinerafae You, too! TTYL! @Nic0pic0 Oh, sowwy! lol
1	237	 @RAPPUBLICIST HAPPY MOTHERS DAY!
1	238	- @raybooysen I knew Sharepoint was written by interns, I just knew it !! 
0	239	                                     I miss her so much already...
0	240	               just practising.....how I feel       
0	241	            Miss my love Jamie
0	242	          FUCK YOU!
0	243	        my head feels like a bowling ball
0	244	        my heart hurts badly...
0	245	       FS keeps crashing when I try to load Bungie plane.
0	246	      My current headset is on its deathbed now!  My dad gave it to me just 3 weeks back!    
0	247	     ....    My mood is currently BLAH . Sitting in a parking lot
1	248	     I am happy     
0	249	    ...that is all.
0	250	    everyone went home. and not everyone was even here! ~CMF &lt;3
0	251	    fed up....
0	252	    fuck, fuck, fuuuuck!
0	253	    Not feeling it today     And to make matters worst its super nasty and rainy outside, YUCK!
0	254	   @Beansummer
0	255	   Awwwwwh  i wanted Aiden Davis 2 WIN, i &lt;3 him so bummed he didnt 
0	256	   bed time now....
1	257	   Faltam 4 dias para o World Drawing day
0	258	   Friends like these ... no thanks, I'm not fake! ^ ^
1	259	   haha omg. stayin steezy &amp; mowin the lawn... loviie still here &amp;&amp; goiing tanning soon.
0	260	   i think my bf is cheating on me!!!!     
1	261	   i wanna play with my camera but i will settle for playing with iv's and heart monitors
0	262	   i want an octo drive
0	263	   I want to display my pretty voltron!  Upside, I get two pretty voltrons!
0	264	   i want to find a way to put my photos on phone here i have Bluetooth in both phone and computer but it doesn't work
0	265	   IN an effort to bring you the best content we just added at lease 30 hours to the release of The digital Rapture.  soon... hang tight
0	266	  --- is our response to what happened today. and that is all.
0	267	   J, you are right... it hurts.
0	268	   kinda but not really, but kinda 
0	269	   let's have a moment of silence for our childhood homes... sadly, it can't be replaced and we can never go back
1	270	   lol all these #robotpickuplines are hilarious 
1	271	   man, oh man     (i should punch myself in the head, but im ok with that)
1	272	   my friends can get with ur friends and we can all b friends, shit, we could do this every weeknd.. Aiigght?  with coop n the crew
0	273	   No man is worth your tears, and the one that is won't make you cry!
0	274	   rain rain go away!
0	275	   storms are scary!
1	276	   such a beautiful satisfying day of bargain shopping. loves it.
0	277	   Tell those girls your clocking out lol
1	278	   thank god today is friday !!! I love Ti Ti! &lt;3
0	279	   the batt to my internet connection died.  Guess its back to the mobile!
1	280	   thrilled about being at work this morning   
1	281	   we break dance not hearts by Short Stack is my ringtone.... i LOVE that song!!!.....
0	282	   www.apple.com/iphone now has it for the 18th   
0	283	  #squarespace #trackle  no apple iphone card for us  maybe tomorrow! I guess it helps if you tweet it huh?  We forgot 
0	284	  (unsure)  (hassle)  (:  (music) http://plurk.com/p/yq08l
0	285	                                           exhausted
0	286	          i want some ben&amp;jerrys cake batter please ugh
1	287	          my life is very lazzzzyyyy!!!!!!!            ***********
0	288	        wish ella was on or somebody,,,,
1	289	       ish in a good mood .....tlk to me
0	290	      i think i'm going to go 3 a long drive then when i get to the pacific ocean open my car door and throw my pc in the ocean
0	291	      what the hell BBC?
0	292	     #canucks
0	293	     I dont like this weekend.. Huhuhu ( (
0	294	     I'll get on it right away!
1	295	-     J + A MADE NiCE..... TWiCE!                     for now ;]
1	296	     loves life atm!   its brilliant XD
1	297	     who else is in a happy mood?? =D
1	298	    !BYE EVERYONE!   
0	299	    ...lonely night
0	300	    blue does not work      
0	301	    geez I'm feeling their pain
0	302	    i miss my summertime daley.
0	303	    on the computer ... . . . . . . *ill*    lol,       no fuckin goin to portugal        
1	304	    SO FAR SO GOOD!
1	305	    TODAY WAS A GREAT DAY!!!
0	306	    UGHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
0	307	   #Battleground
1	308	   a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot, a lot.
0	309	   Awwwwwh  i wanted Aiden Davis 2 WIN  i &lt;3 him so bummed he didnt 
0	310	   Curtain drops at the Crown Uptown after 32 ye http://www.kansas.com/news/featured/story/860875.html
0	311	   eh  must leave New Mexico and soon!
0	312	   fail maths  i knew it i was just too slow 
0	313	   From Gongwer OH Report, sounds like leadership still considering library cuts, not considering tax increases. #saveohiolibraries
0	314	   fuck sake. Why can things never work out for me?
0	315	-   going in town todaÑ‡ with mÑ‡ cousinnn, [Ñ‡]     netball match was cancelledd 
0	316	   hoping to see my baby girl
0	317	   i don't even know.
0	318	   I just lost a member of my family 
0	319	   I'm SICK of bedtime battles   
0	320	   i'm so cold this morning......       i have chills all over.....   
0	321	   Just... 
0	322	   No no no. Tonight goes on the books as the worst SYTYCD results show.
0	323	   no shopping   
0	324	  - Poor lil mousey, just out enjoying the sunny day. I don't think I'd feel so bad if it was a big gnarly rat though. Dbl standard? Yep.
0	325	  -- that's an EPIC sad face.
0	326	   This magazine story just broke my heart at the dentist's office today:  http://tinyurl.com/ngbq2c
1	327	   Tiger Woods is up by 2at 18 via http://nascar.com/racebuddy
0	328	   wanna go meet wifey but can't....  this sux   :'(
0	329	   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata 
1	330	   yippeeeee yay lets gather in the hay...HIS LOVE FOUND IT'S WAY+ boy,it's Gonna STAY added 2 the Master's HOLY WAY: ALL HIS WILL+WAY
0	331	  #IranElection - no one realizes how deep this goes.
0	332	  &gt;. Bodies from Air France crash have been found  http://twurl.nl/dvu8be (via @Paisano )
0	333	  &lt; that is the story of my life, a whole bunch of frownies!
0	334	               I HAVE NOOOOOOOOOO FRIENDS ON TWITTER IT MAKES ME SAD WILL SOMEONE FOLLOW ME      
0	335	             i just want to hear from you. i guess that's asking too much..
1	336	       Hardest working chica i know( mii boss lady) @MoneyAceweather (look up to her seriously) lOl
0	337	       i really2 don't like this condition. sucksssssss
0	338	       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!
0	339	      rinitis sucks!!!!!
1	340	      thanks for being the bestttttttttttttttttttt J-dawg
0	341	     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.
0	342	     &lt;- but mustache man is not that desperate
0	343	     &lt;--------- my face because i'm missing zoro tonight.
0	344	     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*
0	345	     angry
1	346	     praise God for this beautiful day!!!     
0	347	     sry matt 2 hear that (
0	348	     what the fucccckkkkkkkkkk
0	349	    Bye World!!!!!!
0	350	    i couldnt even have one fairytale night
0	351	    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.
0	352	    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck
0	353	    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess
0	354	    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..
0	355	   (must i say more?)
0	356	   *old me's dead and gone*
0	357	   ... have to go now ??? 13 more minutes   ... please please please
1	358	   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg
1	359	   @PERFEKTnCHANCE (Chance) is Boo #29
1	360	   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.
0	361	   awwwww i really hate this.
0	362	   bad day.
0	363	   bad day.....damn you @311. What kind of ticket sale was that.....
0	364	   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc
0	365	   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!
0	366	   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure
0	367	   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk
0	368	   CRY CRY CRY   
0	369	   F**kn day...
0	370	   Goodnight   
0	371	   grandma is very sick. not doing well. going to the emergency room.
1	372	   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     
0	373	   I am going to shed tears if the Cavs have to go home tonight. Like seriously
0	374	   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years
0	375	   I hate you forever.
1	376	   I have passed 70-542 exam today   
0	377	   i missed it
0	378	   i still Feel like a Douchebag
1	379	   I want to write a song. I think I will.
1	380	- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. 
1	381	 @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS
1	382	- @SlashHudson you tease, i wanna hear the tracks!! 
0	383	 @sommacolada never answering my im's
1	384	 @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces
0	385	 @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace
1	386	 @SRenaeNae... What is 'FML'
1	387	 @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â™« http://blip.fm/~7qdf0
1	388	 @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H
1	389	 @THEDIAMONDCOACH  Im sure he'd love that LOL
1	390	 @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm
0	391	 @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.
0	392	 @va_songstress broke my twitter..
0	393	 @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc
1	394	 @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70
0	395	 @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?
1	396	 @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l
0	397	 @zochula just yelled at me for picking apple store over food.
1	398	 @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk
1	399	 =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7
0	400	 1 of me cats kittens died only 3 days old too..RIP ming.
0	401	 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
1	402	- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. 
0	403	 3 hrs on da phone...lol dude is hilarious
1	404	- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish 
0	405	 5 gb of video to upload to utube :O dam sony vegas making it so big 
0	406	 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?
0	407	 a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now
1	408	 A blessed sunday everyone!
0	409	- a couple years of sickness all piled up to this one day 
1	410	 A dog riding the bicycle http://bit.ly/gvMzD
0	411	 a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite
1	412	 A problem shared is a buck passed
0	413	 A_ just got the same handshake in her meeting. Vibe here sucks
